S/N,Date,T1,T2,T3,T4,T5,T6,Time
39478,1/21/2021,23.19,22.31,22.06,21.81,22.56,22.06,2:01:30
39479,1/21/2021,23.06,22.31,22.12,21.87,22.56,22.06,2:01:41
39480,1/21/2021,23.12,22.31,22.06,21.81,22.56,22.06,2:01:53
39481,1/21/2021,23.12,22.31,22.06,21.87,22.56,22,2:02:04
39482,1/21/2021,23.12,22.31,22.06,21.81,22.5,22,2:02:16
39483,1/21/2021,23.12,22.31,22.12,21.81,22.56,22,2:02:27
39484,1/21/2021,23.19,22.31,22.06,21.75,22.56,22,2:02:39
39485,1/21/2021,23.19,22.31,22.06,21.75,22.56,22,2:02:50
39486,1/21/2021,23.19,22.31,22.06,21.81,22.56,22,2:03:02
39487,1/21/2021,23.19,22.31,22.06,21.81,22.56,22,2:03:14
39488,1/21/2021,23.19,22.31,22.12,21.81,22.5,22.06,2:03:25
39489,1/21/2021,23.19,22.31,22.06,21.81,22.56,22,2:03:37
39490,1/21/2021,23.19,22.31,22.06,21.69,22.56,22,2:03:48
39491,1/21/2021,23.19,22.31,22.12,21.81,22.56,22.06,2:04:00
39492,1/21/2021,23.19,22.37,22.06,21.75,22.56,22,2:04:11
39493,1/21/2021,23.19,22.31,22.12,21.81,22.56,22.12,2:04:23
39494,1/21/2021,23.19,22.37,22.06,21.81,22.56,22,2:06:30
39495,1/21/2021,23.19,22.31,22.06,21.81,22.56,22.06,2:06:30
39496,1/21/2021,23.19,22.25,22.06,21.81,22.56,22.06,2:06:41
39497,1/21/2021,23.19,22.31,22.12,21.81,22.62,22.06,2:06:53
39498,1/21/2021,23.25,22.31,22.12,21.75,22.62,22.06,2:07:04
39499,1/21/2021,23.19,22.37,22.12,21.81,22.56,22,2:07:16
39500,1/21/2021,23.19,22.31,22.12,21.75,22.56,22.06,2:07:27
39501,1/21/2021,23.19,22.31,22.12,21.75,22.56,22.12,2:07:39
39502,1/21/2021,23.19,22.31,22.06,21.81,22.56,22.06,2:07:50
39503,1/21/2021,23.19,22.25,22.06,21.75,22.56,22.06,2:08:02
39504,1/21/2021,23.25,22.25,22.12,21.81,22.5,22.06,2:08:14
39505,1/21/2021,23.25,22.25,22.12,21.81,22.5,22.06,2:08:34
39506,1/21/2021,23.19,22.31,22.12,21.81,22.56,22.12,2:08:45
39507,1/21/2021,23.12,22.31,22.06,21.75,22.56,22.06,2:08:56
39508,1/21/2021,23.12,22.31,22.12,21.81,22.56,22.06,2:09:08
39509,1/21/2021,23.19,22.31,22.06,21.81,22.56,22.06,2:09:19
39510,1/21/2021,23.19,22.31,22.12,21.81,22.56,22.06,2:09:31
39511,1/21/2021,23.19,22.31,22.06,21.81,22.56,22.06,2:09:42
39512,1/21/2021,23.12,22.31,22.06,21.81,22.56,22.06,2:09:54
39513,1/21/2021,23.12,22.31,22.06,21.81,22.56,22.06,2:10:05
39514,1/21/2021,23.19,22.31,22.06,21.75,22.56,22.06,2:10:17
39515,1/21/2021,23.12,22.31,22.06,21.81,22.62,22.06,2:10:29
39516,1/21/2021,23.19,22.31,22.12,21.81,22.56,22.06,2:10:40
39517,1/21/2021,23.19,22.31,22.06,21.81,22.56,22.06,2:10:51
39518,1/21/2021,23.19,22.31,22.06,21.81,22.56,22.06,2:11:03
39519,1/21/2021,23.19,22.31,22.12,21.81,22.56,22.06,2:11:14
39520,1/21/2021,23.19,22.31,22.12,21.81,22.56,22.06,2:11:26
39521,1/21/2021,23.19,22.31,22.12,21.81,22.56,22.06,2:11:37
39522,1/21/2021,23.19,22.37,22.12,21.81,22.56,22.06,2:11:49
39523,1/21/2021,23.12,22.31,22.12,21.81,22.56,22.06,2:12:00
39524,1/21/2021,23.12,22.37,22.12,21.81,22.62,22.12,2:12:12
39525,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.06,2:12:24
39526,1/21/2021,23.12,22.31,22.06,21.81,22.62,22.06,2:12:35
39527,1/21/2021,23.19,22.31,22.12,21.81,22.62,22.06,2:12:47
39528,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.06,2:12:58
39529,1/21/2021,23.19,22.31,22.12,21.81,22.62,22,2:13:10
39530,1/21/2021,23.25,22.31,22.12,21.81,22.56,22.06,2:13:21
39531,1/21/2021,23.25,22.37,22.06,21.75,22.56,22.06,2:13:33
39532,1/21/2021,23.19,22.37,22.12,21.81,22.62,22,2:13:44
39533,1/21/2021,23.12,22.37,22.06,21.81,22.62,22.12,2:13:56
39534,1/21/2021,23.19,22.37,22.12,21.81,22.56,22.06,2:14:07
39535,1/21/2021,23.19,22.37,22.06,21.81,22.62,22.06,2:14:19
39536,1/21/2021,23.19,22.31,22.12,21.81,22.62,22.06,2:14:30
39537,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.06,2:14:42
39538,1/21/2021,23.19,22.37,22.06,21.81,22.62,22.06,2:14:53
39539,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.06,2:15:05
39540,1/21/2021,23.19,22.31,22.06,21.81,22.62,22.06,2:15:16
39541,1/21/2021,23.19,22.31,22.12,21.81,22.62,22.06,2:15:28
39542,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.06,2:15:39
39543,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.06,2:15:51
39544,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.12,2:16:02
39545,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.12,2:16:14
39546,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.12,2:16:25
39547,1/21/2021,23.19,22.37,22.06,21.87,22.62,22.06,2:16:37
39548,1/21/2021,23.12,22.37,22.12,21.81,22.62,22.06,2:16:49
39549,1/21/2021,23.19,22.37,22.06,21.87,22.62,22.06,2:17:00
39550,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.12,2:17:11
39551,1/21/2021,23.12,22.31,22.12,21.87,22.56,22.12,2:17:23
39552,1/21/2021,23.19,22.37,22.12,21.94,22.62,22.12,2:17:35
39553,1/21/2021,23.19,22.37,22.12,21.94,22.62,22.06,2:17:46
39554,1/21/2021,23.19,22.31,22.12,21.87,22.62,22.06,2:17:58
39555,1/21/2021,23.12,22.37,22.12,21.81,22.62,22.06,2:18:10
39556,1/21/2021,23.12,22.37,22.12,21.87,22.62,22.12,2:18:21
39557,1/21/2021,23.19,22.31,22.12,21.81,22.62,22.06,2:18:32
39558,1/21/2021,23.19,22.37,22.12,21.81,22.62,22,2:18:44
39559,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.12,2:18:55
39560,1/21/2021,23.12,22.31,22.12,21.81,22.62,22.06,2:19:06
39561,1/21/2021,23.19,22.37,22.12,21.81,22.62,22,2:19:18
39562,1/21/2021,23.19,22.31,22.12,21.87,22.62,22,2:19:30
39563,1/21/2021,23.19,22.37,22.12,21.87,22.62,22.06,2:19:41
39564,1/21/2021,23.12,22.37,22.12,21.87,22.62,22.06,2:19:53
39565,1/21/2021,23.12,22.37,22.12,21.87,22.62,22.06,2:20:04
39566,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.12,2:20:16
39567,1/21/2021,23.12,22.37,22.12,21.87,22.62,22.06,2:20:27
39568,1/21/2021,23.12,22.37,22.12,21.81,22.62,22.12,2:20:39
39569,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.12,2:20:50
39570,1/21/2021,23.19,22.37,22.06,21.81,22.62,22.12,2:21:02
39571,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.12,2:21:13
39572,1/21/2021,23.25,22.37,22.12,21.87,22.62,22.12,2:21:25
39573,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.12,2:21:37
39574,1/21/2021,23.19,22.37,22.12,21.87,22.62,22.06,2:21:48
39575,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.06,2:22:00
39576,1/21/2021,23.12,22.37,22.12,21.81,22.62,22.12,2:22:11
39577,1/21/2021,23.25,22.37,22.12,21.81,22.62,22.12,2:22:23
39578,1/21/2021,23.19,22.37,22.12,21.87,22.56,22.12,2:22:34
39579,1/21/2021,23.19,22.37,22.12,21.87,22.62,22.12,2:22:46
39580,1/21/2021,23.19,22.37,22.12,21.87,22.62,22.12,2:22:57
39581,1/21/2021,23.19,22.37,22.12,21.87,22.62,22.06,2:23:09
39582,1/21/2021,23.19,22.44,22.12,21.81,22.62,22.12,2:23:20
39583,1/21/2021,23.19,22.37,22.12,21.87,22.62,22.06,2:23:32
39584,1/21/2021,23.19,22.37,22.12,21.87,22.62,22.12,2:23:43
39585,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.12,2:23:55
39586,1/21/2021,23.19,22.37,22.12,21.87,22.62,22.06,2:24:06
39587,1/21/2021,23.19,22.37,22.12,21.87,22.62,22.06,2:24:18
39588,1/21/2021,23.19,22.37,22.12,21.87,22.62,22.12,2:24:29
39589,1/21/2021,23.19,22.37,22.12,21.87,22.62,22.12,2:24:41
39590,1/21/2021,23.19,22.37,22.06,21.87,22.62,22.12,2:24:52
39591,1/21/2021,23.19,22.44,22.12,21.87,22.62,22.12,2:25:04
39592,1/21/2021,23.25,22.37,22.12,21.87,22.62,22.12,2:25:15
39593,1/21/2021,23.19,22.37,22.06,21.87,22.62,22.12,2:25:27
39594,1/21/2021,23.19,22.37,22.12,21.87,22.62,22.12,2:25:39
39595,1/21/2021,23.19,22.37,22.12,21.87,22.62,22.06,2:25:50
39596,1/21/2021,23.19,22.37,22.12,21.87,22.62,22.06,2:26:02
39597,1/21/2021,23.19,22.37,22.12,21.87,22.62,22.12,2:26:13
39598,1/21/2021,23.25,22.37,22.12,21.87,22.62,22.06,2:26:25
39599,1/21/2021,23.25,22.37,22.12,21.81,22.62,22.12,2:26:36
39600,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.06,2:26:48
39601,1/21/2021,23.25,22.44,22.12,21.81,22.62,22.12,2:26:59
39602,1/21/2021,23.25,22.37,22.12,21.87,22.62,22.12,2:27:11
39603,1/21/2021,23.19,22.44,22.12,21.87,22.62,22.12,2:27:23
39604,1/21/2021,23.19,22.37,22.12,21.87,22.62,22.12,2:27:34
39605,1/21/2021,23.19,22.37,22.12,21.81,22.69,22.06,2:27:45
39606,1/21/2021,23.19,22.37,22.12,21.81,22.62,22.12,2:27:57
39607,1/21/2021,23.25,22.37,22.12,21.87,22.62,22.12,2:28:08
39608,1/21/2021,23.25,22.37,22.12,21.81,22.62,22.12,2:28:20
39609,1/21/2021,23.25,22.37,22.19,21.81,22.69,22.12,2:28:31
39610,1/21/2021,23.25,22.37,22.12,21.81,22.62,22.12,2:28:43
39611,1/21/2021,23.25,22.37,22.12,21.81,22.69,22.12,2:28:54
39612,1/21/2021,23.25,22.37,22.12,21.81,22.62,22.12,2:29:06
39613,1/21/2021,23.25,22.44,22.12,21.87,22.62,22.06,2:29:17
39614,1/21/2021,23.25,22.37,22.19,21.87,22.69,22.06,2:29:29
39615,1/21/2021,23.25,22.44,22.19,21.81,22.69,22.06,2:29:41
39616,1/21/2021,23.31,22.44,22.19,21.81,22.62,22.12,2:29:52
39617,1/21/2021,23.31,22.44,22.19,21.81,22.69,22.12,2:30:04
39618,1/21/2021,23.37,22.37,22.19,21.87,22.69,22.12,2:30:15
39619,1/21/2021,23.25,22.37,22.12,21.81,22.69,22.12,2:30:27
39620,1/21/2021,23.37,22.37,22.19,21.81,22.69,22.06,2:30:38
39621,1/21/2021,23.25,22.37,22.19,21.81,22.69,22.06,2:30:50
39622,1/21/2021,23.31,22.37,22.12,21.81,22.69,22.06,2:31:01
39623,1/21/2021,23.44,22.37,22.12,21.87,22.62,22.12,2:31:13
39624,1/21/2021,23.44,22.37,22.19,21.81,22.69,22.12,2:31:24
39625,1/21/2021,23.44,22.37,22.19,21.94,22.69,22.06,2:31:36
39626,1/21/2021,23.44,22.37,22.19,21.87,22.69,22.12,2:31:47
39627,1/21/2021,23.44,22.37,22.19,21.87,22.69,22.12,2:31:59
39628,1/21/2021,23.44,22.37,22.19,21.87,22.69,22.06,2:32:10
39629,1/21/2021,23.44,22.37,22.12,21.87,22.69,22.19,2:32:22
39630,1/21/2021,23.5,22.37,22.12,21.87,22.69,22.12,2:32:33
39631,1/21/2021,23.44,22.37,22.19,21.87,22.69,22.12,2:32:45
39632,1/21/2021,23.44,22.44,22.19,21.87,22.69,22.12,2:32:56
39633,1/21/2021,23.44,22.37,22.19,21.87,22.69,22.12,2:33:08
39634,1/21/2021,23.44,22.37,22.19,21.87,22.69,22.12,2:33:19
39635,1/21/2021,23.44,22.37,22.19,21.81,22.69,22.06,2:33:31
39636,1/21/2021,23.44,22.37,22.19,21.87,22.69,22.12,2:33:42
39637,1/21/2021,23.44,22.44,22.19,21.87,22.69,22.12,2:33:54
39638,1/21/2021,23.5,22.44,22.19,21.87,22.69,22.12,2:34:05
39639,1/21/2021,23.44,22.37,22.19,21.87,22.69,22.06,2:34:17
39640,1/21/2021,23.44,22.37,22.19,21.87,22.69,22.12,2:34:28
39641,1/21/2021,23.44,22.37,22.19,21.87,22.69,22.12,2:34:40
39642,1/21/2021,23.37,22.37,22.25,21.87,22.62,22.12,2:34:52
39643,1/21/2021,23.44,22.37,22.19,21.87,22.62,22.06,2:35:03
39644,1/21/2021,23.44,22.37,22.19,21.87,22.62,22.12,2:35:15
39645,1/21/2021,23.37,22.37,22.25,21.87,22.62,22.06,2:35:26
39646,1/21/2021,23.44,22.37,22.19,21.87,22.69,22.06,2:35:38
39647,1/21/2021,23.5,22.37,22.19,21.87,22.62,22.06,2:35:49
39648,1/21/2021,23.44,22.37,22.19,21.87,22.62,22.12,2:36:01
39649,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.12,2:36:12
39650,1/21/2021,23.37,22.37,22.19,21.87,22.69,22.12,2:36:24
39651,1/21/2021,23.44,22.37,22.19,21.87,22.62,22.06,2:36:35
39652,1/21/2021,23.37,22.37,22.19,21.87,22.69,22.12,2:36:47
39653,1/21/2021,23.44,22.37,22.19,21.87,22.69,22.12,2:36:58
39654,1/21/2021,23.37,22.37,22.19,21.87,22.62,22.12,2:37:10
39655,1/21/2021,23.37,22.37,22.19,21.87,22.62,22.12,2:37:21
39656,1/21/2021,23.37,22.37,22.19,21.87,22.62,22.12,2:37:33
39657,1/21/2021,23.37,22.37,22.19,21.87,22.69,22.06,2:37:45
39658,1/21/2021,23.37,22.37,22.19,21.81,22.69,22.06,2:37:56
39659,1/21/2021,23.37,22.37,22.19,21.87,22.62,22.12,2:38:07
39660,1/21/2021,23.37,22.37,22.19,21.87,22.62,22.12,2:38:19
39661,1/21/2021,23.37,22.37,22.19,21.87,22.62,22.12,2:38:30
39662,1/21/2021,23.37,22.37,22.19,21.81,22.69,22.12,2:38:42
39663,1/21/2021,23.37,22.37,22.19,21.81,22.62,22.06,2:38:53
39664,1/21/2021,23.37,22.37,22.19,21.87,22.62,22.12,2:39:05
39665,1/21/2021,23.37,22.37,22.19,21.87,22.69,22.12,2:39:16
39666,1/21/2021,23.37,22.37,22.19,21.81,22.62,22.12,2:39:28
39667,1/21/2021,23.37,22.37,22.19,21.87,22.69,22.12,2:39:40
39668,1/21/2021,23.37,22.37,22.19,21.87,22.62,22.06,2:39:51
39669,1/21/2021,23.31,22.37,22.19,21.87,22.62,22.12,2:40:03
39670,1/21/2021,23.37,22.31,22.19,21.87,22.69,22.06,2:40:14
39671,1/21/2021,23.37,22.37,22.19,21.87,22.69,22.12,2:40:26
39672,1/21/2021,23.37,22.37,22.19,21.87,22.62,22.12,2:40:37
39673,1/21/2021,23.31,22.37,22.19,21.81,22.69,22.12,2:40:49
39674,1/21/2021,23.37,22.37,22.19,21.87,22.62,22.06,2:41:00
39675,1/21/2021,23.37,22.37,22.19,21.87,22.69,22.12,2:41:12
39676,1/21/2021,23.31,22.37,22.19,21.87,22.62,22.12,2:41:23
39677,1/21/2021,23.31,22.37,22.19,21.87,22.62,22.06,2:41:35
39678,1/21/2021,23.37,22.37,22.25,21.87,22.62,22.06,2:41:46
39679,1/21/2021,23.37,22.37,22.25,21.87,22.62,22.12,2:41:58
39680,1/21/2021,23.31,22.37,22.19,21.87,22.62,22.19,2:42:09
39681,1/21/2021,23.31,22.37,22.19,21.81,22.62,22.12,2:42:21
39682,1/21/2021,23.37,22.37,22.19,21.87,22.62,22.12,2:42:32
39683,1/21/2021,23.37,22.44,22.25,21.87,22.69,22.12,2:42:44
39684,1/21/2021,23.31,22.37,22.19,21.87,22.69,22.06,2:42:55
39685,1/21/2021,23.37,22.37,22.19,21.87,22.62,22.12,2:43:07
39686,1/21/2021,23.37,22.37,22.19,21.87,22.62,22.12,2:43:18
39687,1/21/2021,23.37,22.37,22.19,21.87,22.69,22.06,2:43:30
39688,1/21/2021,23.31,22.37,22.19,21.81,22.62,22.12,2:43:42
39689,1/21/2021,23.37,22.37,22.19,21.87,22.69,22.12,2:43:53
39690,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.12,2:44:05
39691,1/21/2021,23.37,22.37,22.19,21.94,22.69,22.19,2:44:16
39692,1/21/2021,23.37,22.37,22.19,21.87,22.69,22.12,2:44:28
39693,1/21/2021,23.37,22.37,22.25,21.87,22.62,22.06,2:44:39
39694,1/21/2021,23.44,22.37,22.19,21.94,22.62,22.12,2:44:51
39695,1/21/2021,23.37,22.44,22.19,21.87,22.62,22.12,2:45:02
39696,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.12,2:45:14
39697,1/21/2021,23.37,22.37,22.25,21.94,22.62,22.12,2:45:25
39698,1/21/2021,23.31,22.44,22.25,21.87,22.62,22.12,2:45:37
39699,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.12,2:45:48
39700,1/21/2021,23.31,22.44,22.19,21.94,22.69,22.12,2:46:00
39701,1/21/2021,23.37,22.37,22.19,21.94,22.69,22.12,2:46:12
39702,1/21/2021,23.37,22.37,22.19,21.87,22.62,22.12,2:46:23
39703,1/21/2021,23.31,22.37,22.25,21.94,22.69,22.12,2:46:34
39704,1/21/2021,23.37,22.44,22.19,21.87,22.62,22.12,2:46:46
39705,1/21/2021,23.37,22.37,22.25,21.94,22.69,22.12,2:46:57
39706,1/21/2021,23.31,22.37,22.19,21.87,22.69,22.19,2:47:09
39707,1/21/2021,23.37,22.37,22.19,21.87,22.69,22.12,2:47:20
39708,1/21/2021,23.37,22.37,22.19,21.87,22.69,22.12,2:47:32
39709,1/21/2021,23.31,22.37,22.19,21.87,22.69,22.12,2:47:44
39710,1/21/2021,23.31,22.44,22.19,21.87,22.62,22.19,2:47:55
39711,1/21/2021,23.37,22.37,22.19,21.87,22.69,22.19,2:48:07
39712,1/21/2021,23.31,22.37,22.19,21.87,22.69,22.19,2:50:14
39713,1/21/2021,23.37,22.44,22.19,21.94,22.69,22.12,2:50:14
39714,1/21/2021,23.31,22.37,22.19,21.94,22.69,22.12,2:50:25
39715,1/21/2021,23.31,22.37,22.19,21.94,22.69,22.12,2:50:36
39716,1/21/2021,23.31,22.37,22.25,21.87,22.69,22.12,2:50:48
39717,1/21/2021,23.25,22.44,22.19,21.94,22.69,22.19,2:50:59
39718,1/21/2021,23.25,22.44,22.19,21.87,22.69,22.12,2:51:11
39719,1/21/2021,23.31,22.44,22.19,21.87,22.69,22.12,2:51:22
39720,1/21/2021,23.37,22.44,22.19,21.94,22.69,22.19,2:51:34
39721,1/21/2021,23.37,22.37,22.19,21.94,22.75,22.19,2:51:45
39722,1/21/2021,23.31,22.37,22.19,21.94,22.69,22.12,2:51:57
39723,1/21/2021,23.31,22.37,22.19,21.94,22.69,22.19,2:52:09
39724,1/21/2021,23.25,22.37,22.19,21.87,22.75,22.25,2:52:20
39725,1/21/2021,23.25,22.44,22.19,21.87,22.75,22.19,2:52:32
39726,1/21/2021,23.31,22.44,22.19,21.87,22.75,22.19,2:52:43
39727,1/21/2021,23.31,22.44,22.19,21.87,22.69,22.19,2:52:55
39728,1/21/2021,23.31,22.5,22.19,21.94,22.69,22.19,2:53:06
39729,1/21/2021,23.25,22.37,22.25,21.87,22.75,22.19,2:53:18
39730,1/21/2021,23.25,22.44,22.19,21.94,22.75,22.19,2:53:29
39731,1/21/2021,23.19,22.44,22.25,21.94,22.75,22.19,2:53:41
39732,1/21/2021,23.25,22.5,22.25,21.87,22.75,22.12,2:53:52
39733,1/21/2021,23.31,22.44,22.25,21.94,22.75,22.19,2:54:04
39734,1/21/2021,23.25,22.44,22.19,21.87,22.75,22.19,2:54:15
39735,1/21/2021,23.25,22.44,22.25,21.94,22.75,22.12,2:54:27
39736,1/21/2021,23.25,22.44,22.19,21.94,22.75,22.19,2:54:38
39737,1/21/2021,23.31,22.44,22.25,21.94,22.75,22.19,2:54:50
39738,1/21/2021,23.31,22.44,22.25,21.87,22.69,22.19,2:55:01
39739,1/21/2021,23.37,22.44,22.25,21.94,22.75,22.12,2:55:13
39740,1/21/2021,23.37,22.44,22.25,21.87,22.69,22.19,2:55:24
39741,1/21/2021,23.31,22.44,22.19,21.87,22.75,22.12,2:55:36
39742,1/21/2021,23.37,22.44,22.19,21.87,22.75,22.19,2:55:47
39743,1/21/2021,23.31,22.44,22.19,21.87,22.75,22.19,2:55:59
39744,1/21/2021,23.31,22.37,22.19,21.87,22.75,22.19,2:56:10
39745,1/21/2021,23.37,22.37,22.25,21.87,22.75,22.12,2:56:22
39746,1/21/2021,23.31,22.44,22.19,21.87,22.75,22.19,2:56:34
39747,1/21/2021,23.44,22.37,22.25,21.87,22.69,22.19,2:56:45
39748,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.12,2:56:57
39749,1/21/2021,23.44,22.5,22.25,21.87,22.75,22.19,2:57:08
39750,1/21/2021,23.37,22.44,22.25,21.87,22.75,22.19,2:57:20
39751,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.12,2:57:31
39752,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.12,2:57:43
39753,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.19,2:57:54
39754,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.12,2:58:06
39755,1/21/2021,23.44,22.44,22.25,21.94,22.69,22.12,2:58:17
39756,1/21/2021,23.37,22.44,22.19,21.87,22.75,22.19,2:58:29
39757,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.19,2:58:40
39758,1/21/2021,23.44,22.44,22.19,21.87,22.69,22.12,2:58:52
39759,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.19,2:59:03
39760,1/21/2021,23.44,22.44,22.25,21.94,22.69,22.12,2:59:15
39761,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.12,2:59:26
39762,1/21/2021,23.31,22.44,22.19,21.87,22.69,22.19,2:59:38
39763,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.19,2:59:49
39764,1/21/2021,23.44,22.37,22.25,21.87,22.69,22.19,3:00:01
39765,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.12,3:00:12
39766,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.12,3:00:24
39767,1/21/2021,23.37,22.44,22.25,21.87,22.75,22.12,3:00:35
39768,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.19,3:00:47
39769,1/21/2021,23.31,22.44,22.25,21.94,22.69,22.12,3:00:58
39770,1/21/2021,23.37,22.44,22.25,21.94,22.69,22.19,3:01:10
39771,1/21/2021,23.37,22.37,22.25,21.94,22.69,22.19,3:01:22
39772,1/21/2021,23.37,22.37,22.25,21.87,22.69,22.19,3:01:33
39773,1/21/2021,23.37,22.37,22.25,21.87,22.69,22.19,3:01:45
39774,1/21/2021,23.37,22.37,22.19,21.87,22.69,22.19,3:01:56
39775,1/21/2021,23.31,22.37,22.19,21.94,22.69,22.12,3:02:08
39776,1/21/2021,23.31,22.37,22.25,21.87,22.69,22.19,3:02:19
39777,1/21/2021,23.37,22.37,22.19,21.87,22.69,22.19,3:02:31
39778,1/21/2021,23.31,22.44,22.25,21.87,22.69,22.19,3:02:42
39779,1/21/2021,23.31,22.37,22.19,21.94,22.69,22.19,3:02:54
39780,1/21/2021,23.31,22.44,22.25,21.87,22.69,22.12,3:03:05
39781,1/21/2021,23.25,22.37,22.19,21.94,22.69,22.19,3:03:17
39782,1/21/2021,23.37,22.37,22.19,21.87,22.69,22.19,3:03:28
39783,1/21/2021,23.37,22.44,22.19,21.94,22.69,22.19,3:03:40
39784,1/21/2021,23.31,22.44,22.19,21.87,22.69,22.19,3:03:51
39785,1/21/2021,23.31,22.44,22.19,21.87,22.69,22.19,3:04:03
39786,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.19,3:04:14
39787,1/21/2021,23.31,22.44,22.19,21.87,22.69,22.19,3:04:26
39788,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.19,3:04:38
39789,1/21/2021,23.31,22.44,22.19,21.87,22.69,22.19,3:04:49
39790,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.19,3:05:01
39791,1/21/2021,23.31,22.44,22.19,21.87,22.69,22.19,3:05:12
39792,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.19,3:05:23
39793,1/21/2021,23.37,22.44,22.12,21.87,22.69,22.19,3:05:35
39794,1/21/2021,23.37,22.44,22.19,21.94,22.69,22.19,3:05:46
39795,1/21/2021,23.31,22.44,22.19,21.87,22.69,22.19,3:05:58
39796,1/21/2021,23.37,22.44,22.19,21.94,22.69,22.19,3:06:10
39797,1/21/2021,23.44,22.44,22.19,21.87,22.69,22.19,3:06:21
39798,1/21/2021,23.37,22.44,22.19,21.94,22.69,22.19,3:06:33
39799,1/21/2021,23.31,22.44,22.19,21.94,22.62,22.19,3:06:44
39800,1/21/2021,23.31,22.44,22.19,21.94,22.69,22.19,3:06:56
39801,1/21/2021,23.31,22.44,22.19,21.94,22.69,22.19,3:07:07
39802,1/21/2021,23.37,22.44,22.19,21.94,22.62,22.19,3:07:19
39803,1/21/2021,23.31,22.44,22.25,21.94,22.69,22.25,3:07:30
39804,1/21/2021,23.31,22.44,22.19,21.87,22.69,22.19,3:07:42
39805,1/21/2021,23.37,22.44,22.25,21.87,22.69,22.19,3:07:53
39806,1/21/2021,23.37,22.44,22.25,21.87,22.69,22.19,3:08:05
39807,1/21/2021,23.37,22.44,22.19,21.87,22.75,22.19,3:08:16
39808,1/21/2021,23.37,22.44,22.19,21.87,22.69,22.19,3:08:28
39809,1/21/2021,23.44,22.44,22.25,21.94,22.69,22.19,3:08:39
39810,1/21/2021,23.44,22.44,22.19,22,22.75,22.12,3:08:51
39811,1/21/2021,23.44,22.5,22.19,21.87,22.75,22.19,3:09:02
39812,1/21/2021,23.44,22.5,22.25,21.87,22.75,22.19,3:09:14
39813,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.19,3:09:26
39814,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.19,3:09:37
39815,1/21/2021,23.44,22.5,22.25,21.87,22.75,22.19,3:09:49
39816,1/21/2021,23.44,22.5,22.25,22,22.81,22.19,3:10:00
39817,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.19,3:10:12
39818,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.25,3:10:23
39819,1/21/2021,23.44,22.44,22.25,21.94,22.81,22.25,3:10:35
39820,1/21/2021,23.44,22.44,22.25,22,22.81,22.19,3:10:46
39821,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.12,3:10:58
39822,1/21/2021,23.44,22.5,22.25,21.94,22.75,22.19,3:11:09
39823,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.19,3:11:21
39824,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.19,3:11:32
39825,1/21/2021,23.44,22.5,22.25,21.87,22.75,22.19,3:11:44
39826,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.19,3:11:55
39827,1/21/2021,23.37,22.44,22.25,21.94,22.75,22.19,3:12:07
