S/N,Date,T1,T2,T3,T4,T5,T6,Time
39828,1/21/2021,23.44,22.5,22.25,21.94,22.75,22.25,3:12:18
39829,1/21/2021,23.37,22.5,22.25,21.94,22.75,22.19,3:12:30
39830,1/21/2021,23.44,22.44,22.25,21.94,22.81,22.25,3:12:41
39831,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.25,3:12:53
39832,1/21/2021,23.37,22.5,22.25,21.94,22.75,22.19,3:13:04
39833,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.19,3:13:16
39834,1/21/2021,23.5,22.5,22.25,22,22.75,22.19,3:13:27
39835,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.19,3:13:39
39836,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.19,3:13:51
39837,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.19,3:14:02
39838,1/21/2021,23.44,22.44,22.25,21.94,22.81,22.12,3:14:13
39839,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.19,3:14:25
39840,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.25,3:14:37
39841,1/21/2021,23.5,22.44,22.25,22,22.75,22.19,3:14:48
39842,1/21/2021,23.5,22.5,22.25,21.94,22.75,22.19,3:15:00
39843,1/21/2021,23.44,22.44,22.25,22,22.75,22.19,3:15:11
39844,1/21/2021,23.56,22.44,22.25,22,22.75,22.19,3:15:23
39845,1/21/2021,23.5,22.44,22.25,21.87,22.75,22.19,3:15:34
39846,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.19,3:15:46
39847,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.19,3:15:57
39848,1/21/2021,23.56,22.5,22.25,21.94,22.75,22.12,3:16:09
39849,1/21/2021,23.5,22.44,22.25,22,22.75,22.19,3:16:20
39850,1/21/2021,23.5,22.44,22.25,22,22.81,22.19,3:16:32
39851,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.19,3:16:43
39852,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.19,3:16:55
39853,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.12,3:17:06
39854,1/21/2021,23.37,22.44,22.25,21.94,22.75,22.19,3:17:19
39855,1/21/2021,23.44,22.44,22.19,21.94,22.75,22.19,3:17:29
39856,1/21/2021,23.37,22.5,22.25,22,22.75,22.12,3:17:41
39857,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.19,3:17:52
39858,1/21/2021,23.44,22.44,22.19,21.94,22.75,22.19,3:18:04
39859,1/21/2021,23.44,22.44,22.19,21.94,22.75,22.19,3:18:15
39860,1/21/2021,23.37,22.44,22.25,21.94,22.75,22.19,3:18:27
39861,1/21/2021,23.37,22.44,22.25,21.94,22.75,22.19,3:18:39
39862,1/21/2021,23.37,22.44,22.25,22,22.75,22.19,3:18:50
39863,1/21/2021,23.5,22.44,22.19,21.94,22.75,22.19,3:19:02
39864,1/21/2021,23.44,22.44,22.25,22,22.75,22.19,3:19:13
39865,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.12,3:19:25
39866,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.19,3:19:36
39867,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.12,3:19:48
39868,1/21/2021,23.37,22.44,22.25,21.94,22.75,22.19,3:19:59
39869,1/21/2021,23.44,22.44,22.19,21.94,22.75,22.19,3:20:11
39870,1/21/2021,23.44,22.5,22.19,21.94,22.75,22.19,3:20:22
39871,1/21/2021,23.44,22.5,22.19,21.94,22.75,22.19,3:20:34
39872,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.12,3:20:45
39873,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.12,3:20:57
39874,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.19,3:21:08
39875,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.12,3:21:20
39876,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.19,3:21:31
39877,1/21/2021,23.37,22.44,22.25,21.94,22.75,22.12,3:21:43
39878,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.19,3:21:54
39879,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.19,3:22:06
39880,1/21/2021,23.5,22.44,22.31,21.94,22.75,22.25,3:22:17
39881,1/21/2021,23.44,22.5,22.25,21.94,22.75,22.19,3:22:29
39882,1/21/2021,23.44,22.5,22.25,22,22.75,22.19,3:22:40
39883,1/21/2021,23.44,22.44,22.25,22,22.75,22.19,3:22:52
39884,1/21/2021,23.56,22.44,22.25,21.94,22.75,22.19,3:23:03
39885,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.19,3:23:15
39886,1/21/2021,23.44,22.44,22.25,22,22.69,22.19,3:23:27
39887,1/21/2021,23.44,22.44,22.25,22,22.75,22.19,3:23:38
39888,1/21/2021,23.44,22.44,22.25,22,22.75,22.19,3:23:50
39889,1/21/2021,23.5,22.44,22.25,22,22.75,22.19,3:24:01
39890,1/21/2021,23.44,22.37,22.25,22,22.81,22.12,3:24:13
39891,1/21/2021,23.5,22.44,22.25,22,22.75,22.25,3:24:24
39892,1/21/2021,23.44,22.5,22.25,22,22.75,22.19,3:24:36
39893,1/21/2021,23.44,22.44,22.25,22,22.75,22.19,3:24:47
39894,1/21/2021,23.44,22.5,22.31,22,22.75,22.25,3:24:59
39895,1/21/2021,23.44,22.5,22.25,22,22.75,22.19,3:25:10
39896,1/21/2021,23.44,22.5,22.25,22,22.75,22.19,3:25:22
39897,1/21/2021,23.5,22.44,22.25,22,22.75,22.19,3:25:33
39898,1/21/2021,23.5,22.44,22.25,22,22.75,22.25,3:25:45
39899,1/21/2021,23.44,22.5,22.25,22,22.75,22.19,3:25:56
39900,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.25,3:26:08
39901,1/21/2021,23.44,22.44,22.31,22,22.75,22.19,3:26:19
39902,1/21/2021,23.44,22.5,22.25,22,22.75,22.19,3:26:31
39903,1/21/2021,23.44,22.5,22.25,22,22.75,22.19,3:26:43
39904,1/21/2021,23.44,22.44,22.25,22,22.75,22.19,3:26:54
39905,1/21/2021,23.44,22.44,22.25,22,22.75,22.19,3:27:05
39906,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.19,3:27:17
39907,1/21/2021,23.44,22.44,22.25,22,22.75,22.19,3:27:29
39908,1/21/2021,23.37,22.44,22.25,22,22.75,22.19,3:27:40
39909,1/21/2021,23.37,22.44,22.25,21.94,22.75,22.19,3:27:51
39910,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.19,3:28:03
39911,1/21/2021,23.44,22.5,22.25,21.94,22.75,22.25,3:28:15
39912,1/21/2021,23.5,22.5,22.25,21.94,22.75,22.25,3:28:26
39913,1/21/2021,23.44,22.44,22.25,21.94,22.75,22.19,3:28:38
39914,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.25,3:28:49
39915,1/21/2021,23.5,22.44,22.25,22,22.75,22.25,3:29:01
39916,1/21/2021,23.5,22.5,22.25,21.94,22.75,22.19,3:29:12
39917,1/21/2021,23.5,22.44,22.25,21.94,22.81,22.19,3:29:24
39918,1/21/2021,23.5,22.44,22.31,22,22.81,22.19,3:29:35
39919,1/21/2021,23.44,22.5,22.25,21.94,22.75,22.19,3:29:47
39920,1/21/2021,23.5,22.44,22.25,22,22.75,22.25,3:29:58
39921,1/21/2021,23.5,22.44,22.25,22,22.75,22.25,3:30:10
39922,1/21/2021,23.5,22.44,22.25,22,22.75,22.25,3:30:21
39923,1/21/2021,23.5,22.5,22.25,22,22.75,22.25,3:30:33
39924,1/21/2021,23.5,22.44,22.25,22,22.81,22.25,3:30:44
39925,1/21/2021,23.5,22.44,22.25,22,22.75,22.19,3:30:56
39926,1/21/2021,23.5,22.44,22.25,22,22.75,22.25,3:31:07
39927,1/21/2021,23.44,22.44,22.25,22,22.75,22.19,3:31:19
39928,1/21/2021,23.5,22.44,22.25,22,22.75,22.19,3:31:30
39929,1/21/2021,23.44,22.5,22.25,22,22.75,22.25,3:31:42
39930,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.25,3:31:53
39931,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.25,3:32:05
39932,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.25,3:32:17
39933,1/21/2021,23.5,22.44,22.25,22,22.75,22.25,3:32:28
39934,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.19,3:32:39
39935,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.19,3:32:51
39936,1/21/2021,23.5,22.44,22.25,21.94,22.81,22.19,3:33:03
39937,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.25,3:33:14
39938,1/21/2021,23.5,22.5,22.31,21.94,22.75,22.25,3:33:26
39939,1/21/2021,23.5,22.5,22.25,21.94,22.81,22.25,3:35:32
39940,1/21/2021,23.44,22.44,22.25,22,22.81,22.19,3:35:32
39941,1/21/2021,23.5,22.5,22.25,21.94,22.81,22.25,3:35:44
39942,1/21/2021,23.44,22.5,22.25,21.94,22.81,22.25,3:35:55
39943,1/21/2021,23.5,22.44,22.25,21.94,22.75,22.25,3:36:07
39944,1/21/2021,23.5,22.44,22.25,22,22.75,22.19,3:36:18
39945,1/21/2021,23.5,22.5,22.25,21.94,22.81,22.25,3:36:30
39946,1/21/2021,23.56,22.44,22.25,22,22.81,22.19,3:36:42
39947,1/21/2021,23.5,22.44,22.31,21.94,22.75,22.25,3:36:53
39948,1/21/2021,23.56,22.44,22.25,21.94,22.75,22.25,3:37:05
39949,1/21/2021,23.5,22.44,22.25,21.94,22.81,22.25,3:37:16
39950,1/21/2021,23.5,22.5,22.25,22,22.81,22.25,3:37:28
39951,1/21/2021,23.56,22.5,22.25,21.94,22.81,22.19,3:37:39
39952,1/21/2021,23.5,22.5,22.25,21.94,22.81,22.25,3:37:51
39953,1/21/2021,23.5,22.44,22.25,22,22.81,22.19,3:38:02
39954,1/21/2021,23.5,22.44,22.31,21.94,22.81,22.25,3:38:14
39955,1/21/2021,23.5,22.5,22.25,21.94,22.81,22.19,3:38:25
39956,1/21/2021,23.56,22.5,22.31,22,22.81,22.25,3:38:37
39957,1/21/2021,23.5,22.44,22.25,21.94,22.81,22.25,3:38:48
39958,1/21/2021,23.5,22.5,22.31,22,22.81,22.25,3:39:00
39959,1/21/2021,23.56,22.5,22.31,22,22.81,22.25,3:39:12
39960,1/21/2021,23.5,22.5,22.31,22,22.81,22.25,3:39:23
39961,1/21/2021,23.5,22.5,22.25,21.94,22.81,22.25,3:39:34
39962,1/21/2021,23.56,22.44,22.25,21.94,22.81,22.25,3:39:46
39963,1/21/2021,23.5,22.5,22.25,21.94,22.81,22.19,3:39:57
39964,1/21/2021,23.5,22.5,22.25,21.94,22.81,22.19,3:40:09
39965,1/21/2021,23.56,22.5,22.25,22,22.81,22.25,3:40:21
39966,1/21/2021,23.56,22.44,22.25,22,22.81,22.25,3:40:32
39967,1/21/2021,23.44,22.5,22.25,21.94,22.81,22.19,3:40:44
39968,1/21/2021,23.44,22.5,22.25,21.94,22.75,22.19,3:40:55
39969,1/21/2021,23.44,22.44,22.25,22,22.81,22.25,3:41:06
39970,1/21/2021,23.44,22.5,22.25,22,22.75,22.25,3:41:18
39971,1/21/2021,23.44,22.5,22.25,22,22.81,22.25,3:41:30
39972,1/21/2021,23.44,22.5,22.25,22,22.81,22.25,3:41:41
39973,1/21/2021,23.5,22.5,22.25,21.94,22.81,22.25,3:41:53
39974,1/21/2021,23.44,22.5,22.25,21.94,22.81,22.25,3:42:04
39975,1/21/2021,23.44,22.5,22.25,22,22.75,22.25,3:42:16
39976,1/21/2021,23.44,22.5,22.25,22,22.81,22.25,3:42:27
39977,1/21/2021,23.44,22.5,22.25,22,22.81,22.25,3:42:39
39978,1/21/2021,23.44,22.44,22.25,22,22.81,22.25,3:42:50
39979,1/21/2021,23.56,22.5,22.25,22,22.75,22.19,3:43:02
39980,1/21/2021,23.44,22.44,22.25,21.94,22.81,22.19,3:43:13
39981,1/21/2021,23.44,22.5,22.25,21.94,22.81,22.25,3:43:25
39982,1/21/2021,23.44,22.44,22.25,22,22.75,22.25,3:43:36
39983,1/21/2021,23.44,22.44,22.25,22,22.81,22.25,3:43:48
39984,1/21/2021,23.5,22.5,22.25,21.94,22.81,22.25,3:43:59
39985,1/21/2021,23.5,22.44,22.25,22,22.75,22.25,3:44:11
39986,1/21/2021,23.5,22.44,22.31,22,22.81,22.25,3:44:22
39987,1/21/2021,23.44,22.44,22.25,22,22.81,22.25,3:44:34
39988,1/21/2021,23.44,22.5,22.25,22,22.81,22.25,3:44:45
39989,1/21/2021,23.5,22.44,22.31,22.06,22.81,22.25,3:44:57
39990,1/21/2021,23.44,22.5,22.31,22,22.81,22.25,3:45:09
39991,1/21/2021,23.5,22.5,22.25,22,22.81,22.25,3:45:20
39992,1/21/2021,23.44,22.5,22.25,22,22.81,22.25,3:45:31
39993,1/21/2021,23.5,22.5,22.25,22.06,22.81,22.25,3:45:43
39994,1/21/2021,23.44,22.5,22.25,22,22.81,22.25,3:45:54
39995,1/21/2021,23.44,22.5,22.25,22,22.75,22.31,3:46:06
39996,1/21/2021,23.44,22.5,22.25,22.06,22.75,22.25,3:46:18
39997,1/21/2021,23.44,22.5,22.25,22,22.81,22.25,3:46:29
39998,1/21/2021,23.37,22.5,22.25,22,22.81,22.25,3:46:41
39999,1/21/2021,23.37,22.5,22.25,22,22.81,22.25,3:48:48
40000,1/21/2021,23.44,22.5,22.31,22,22.81,22.25,3:48:48
40001,1/21/2021,23.44,22.5,22.31,22.06,22.81,22.19,3:48:59
40002,1/21/2021,23.44,22.5,22.31,22.06,22.81,22.25,3:49:10
40003,1/21/2021,23.44,22.5,22.25,22,22.81,22.25,3:49:22
40004,1/21/2021,23.37,22.5,22.31,22,22.81,22.25,3:49:33
40005,1/21/2021,23.44,22.5,22.31,22,22.81,22.25,3:49:45
40006,1/21/2021,23.44,22.5,22.25,22,22.81,22.25,3:49:57
40007,1/21/2021,23.37,22.44,22.31,22,22.81,22.19,3:50:08
40008,1/21/2021,23.44,22.5,22.31,22,22.81,22.25,3:50:20
40009,1/21/2021,23.44,22.5,22.31,22,22.81,22.19,3:50:31
40010,1/21/2021,23.37,22.5,22.25,22,22.81,22.25,3:50:43
40011,1/21/2021,23.44,22.5,22.25,22,22.81,22.25,3:50:54
40012,1/21/2021,23.37,22.5,22.31,22,22.81,22.25,3:51:06
40013,1/21/2021,23.37,22.5,22.31,22.06,22.81,22.25,3:51:17
40014,1/21/2021,23.44,22.44,22.31,22,22.81,22.25,3:51:29
40015,1/21/2021,23.44,22.5,22.31,22,22.81,22.19,3:51:40
40016,1/21/2021,23.44,22.5,22.25,22,22.75,22.25,3:51:52
40017,1/21/2021,23.44,22.5,22.31,22,22.75,22.25,3:52:03
40018,1/21/2021,23.44,22.5,22.31,22,22.81,22.25,3:52:15
40019,1/21/2021,23.44,22.56,22.31,22,22.81,22.25,3:52:26
40020,1/21/2021,23.44,22.5,22.31,22.06,22.81,22.25,3:52:38
40021,1/21/2021,23.37,22.44,22.31,22.06,22.81,22.25,3:52:49
40022,1/21/2021,23.44,22.5,22.31,22,22.81,22.25,3:53:01
40023,1/21/2021,23.37,22.5,22.31,22,22.81,22.25,3:53:12
40024,1/21/2021,23.5,22.5,22.31,22,22.81,22.25,3:53:24
40025,1/21/2021,23.37,22.5,22.31,22,22.81,22.25,3:53:36
40026,1/21/2021,23.44,22.5,22.31,22,22.81,22.25,3:53:47
40027,1/21/2021,23.44,22.5,22.31,22,22.81,22.25,3:53:58
40028,1/21/2021,23.37,22.5,22.31,22,22.81,22.25,3:54:10
40029,1/21/2021,23.44,22.5,22.31,22,22.81,22.25,3:54:21
40030,1/21/2021,23.37,22.44,22.31,22,22.75,22.25,3:54:33
40031,1/21/2021,23.44,22.5,22.31,22,22.75,22.25,3:54:45
40032,1/21/2021,23.37,22.5,22.31,22.06,22.81,22.25,3:54:56
40033,1/21/2021,23.37,22.5,22.25,22,22.75,22.25,3:55:08
40034,1/21/2021,23.44,22.5,22.31,22,22.81,22.25,3:55:19
40035,1/21/2021,23.44,22.5,22.25,21.94,22.81,22.25,3:55:31
40036,1/21/2021,23.44,22.5,22.25,22,22.81,22.25,3:55:42
40037,1/21/2021,23.37,22.5,22.25,22,22.81,22.25,3:55:54
40038,1/21/2021,23.37,22.5,22.31,22,22.75,22.31,3:56:05
40039,1/21/2021,23.44,22.5,22.31,22.06,22.75,22.25,3:56:17
40040,1/21/2021,23.44,22.5,22.31,22,22.75,22.25,3:56:28
40041,1/21/2021,23.37,22.5,22.31,22,22.81,22.25,3:56:40
40042,1/21/2021,23.44,22.5,22.31,22,22.75,22.25,3:56:51
40043,1/21/2021,23.5,22.5,22.31,22,22.81,22.31,3:57:03
40044,1/21/2021,23.44,22.5,22.31,22,22.81,22.25,3:57:14
40045,1/21/2021,23.44,22.5,22.31,22,22.81,22.25,3:57:26
40046,1/21/2021,23.44,22.44,22.31,22,22.75,22.25,3:57:37
40047,1/21/2021,23.44,22.5,22.25,22,22.81,22.25,3:57:49
40048,1/21/2021,23.37,22.5,22.25,22,22.75,22.31,3:58:00
40049,1/21/2021,23.44,22.5,22.31,22,22.75,22.25,3:58:12
40050,1/21/2021,23.44,22.5,22.31,22.06,22.81,22.25,3:58:23
40051,1/21/2021,23.44,22.5,22.25,22,22.75,22.25,3:58:35
40052,1/21/2021,23.44,22.5,22.31,22,22.75,22.25,3:58:47
40053,1/21/2021,23.44,22.56,22.31,21.94,22.75,22.25,3:58:58
40054,1/21/2021,23.44,22.5,22.31,22,22.75,22.25,3:59:10
40055,1/21/2021,23.5,22.5,22.31,22,22.81,22.25,3:59:21
40056,1/21/2021,23.44,22.5,22.25,22,22.81,22.25,3:59:33
40057,1/21/2021,23.44,22.5,22.31,22,22.81,22.31,3:59:44
40058,1/21/2021,23.5,22.5,22.25,22,22.81,22.25,3:59:56
40059,1/21/2021,23.44,22.56,22.31,22,22.81,22.25,4:00:07
40060,1/21/2021,23.44,22.5,22.25,22,22.81,22.25,4:00:19
40061,1/21/2021,23.44,22.5,22.25,22,22.81,22.25,4:00:30
40062,1/21/2021,23.5,22.5,22.31,22,22.81,22.31,4:00:42
40063,1/21/2021,23.5,22.5,22.31,22,22.81,22.25,4:00:53
40064,1/21/2021,23.44,22.5,22.31,22,22.81,22.31,4:01:05
40065,1/21/2021,23.5,22.5,22.31,22.06,22.81,22.25,4:01:16
40066,1/21/2021,23.44,22.5,22.31,22,22.81,22.25,4:01:28
40067,1/21/2021,23.5,22.56,22.31,22.06,22.81,22.25,4:01:39
40068,1/21/2021,23.44,22.5,22.37,22.06,22.81,22.25,4:01:51
40069,1/21/2021,23.44,22.5,22.31,22.06,22.81,22.25,4:02:02
40070,1/21/2021,23.5,22.5,22.25,22,22.81,22.25,4:02:14
40071,1/21/2021,23.44,22.56,22.31,22,22.81,22.25,4:02:25
40072,1/21/2021,23.44,22.56,22.31,22.06,22.81,22.31,4:02:37
40073,1/21/2021,23.44,22.56,22.25,22.06,22.81,22.25,4:02:48
40074,1/21/2021,23.44,22.56,22.31,22,22.81,22.25,4:03:00
40075,1/21/2021,23.44,22.5,22.31,22,22.81,22.31,4:03:12
40076,1/21/2021,23.5,22.5,22.31,22,22.81,22.25,4:03:23
40077,1/21/2021,23.44,22.56,22.31,22,22.81,22.31,4:03:34
40078,1/21/2021,23.5,22.56,22.31,22,22.81,22.31,4:03:46
40079,1/21/2021,23.5,22.56,22.31,22,22.81,22.25,4:03:58
40080,1/21/2021,23.5,22.5,22.25,22.06,22.81,22.25,4:04:09
40081,1/21/2021,23.44,22.56,22.31,22.06,22.81,22.25,4:04:21
40082,1/21/2021,23.5,22.5,22.25,22.06,22.81,22.31,4:04:32
40083,1/21/2021,23.5,22.5,22.31,22,22.81,22.25,4:04:44
40084,1/21/2021,23.44,22.5,22.25,22,22.81,22.31,4:04:55
40085,1/21/2021,23.44,22.5,22.31,22,22.81,22.31,4:05:07
40086,1/21/2021,23.44,22.5,22.31,22,22.81,22.25,4:05:18
40087,1/21/2021,23.5,22.56,22.25,22,22.87,22.31,4:05:30
40088,1/21/2021,23.56,22.56,22.31,22,22.87,22.25,4:05:41
40089,1/21/2021,23.44,22.56,22.31,22,22.87,22.25,4:05:53
40090,1/21/2021,23.5,22.56,22.31,22,22.81,22.31,4:06:04
40091,1/21/2021,23.5,22.56,22.31,22,22.81,22.25,4:06:16
40092,1/21/2021,23.5,22.56,22.31,22,22.81,22.25,4:06:28
40093,1/21/2021,23.56,22.5,22.31,22.06,22.81,22.31,4:06:39
40094,1/21/2021,23.5,22.5,22.31,22,22.81,22.25,4:06:50
40095,1/21/2021,23.5,22.5,22.31,22.06,22.87,22.31,4:07:02
40096,1/21/2021,23.5,22.56,22.25,22.06,22.87,22.25,4:07:14
40097,1/21/2021,23.5,22.56,22.31,22.06,22.87,22.25,4:07:25
40098,1/21/2021,23.44,22.5,22.31,22.06,22.87,22.31,4:07:37
40099,1/21/2021,23.5,22.56,22.31,22.06,22.81,22.25,4:07:48
40100,1/21/2021,23.5,22.5,22.31,22,22.81,22.25,4:08:00
40101,1/21/2021,23.5,22.5,22.31,22.06,22.81,22.31,4:08:11
40102,1/21/2021,23.5,22.56,22.31,22.06,22.81,22.31,4:08:23
40103,1/21/2021,23.56,22.56,22.31,22.06,22.81,22.31,4:08:34
40104,1/21/2021,23.56,22.56,22.31,22,22.81,22.25,4:08:46
40105,1/21/2021,23.62,22.56,22.31,22,22.81,22.31,4:08:57
40106,1/21/2021,23.5,22.56,22.31,22,22.87,22.31,4:09:09
40107,1/21/2021,23.56,22.56,22.31,22.06,22.81,22.31,4:09:20
40108,1/21/2021,23.56,22.56,22.31,22,22.81,22.31,4:09:32
40109,1/21/2021,23.56,22.56,22.31,22.06,22.87,22.31,4:09:43
40110,1/21/2021,23.5,22.56,22.25,22,22.81,22.25,4:09:55
40111,1/21/2021,23.5,22.56,22.31,22.06,22.81,22.31,4:10:06
40112,1/21/2021,23.5,22.5,22.31,22.06,22.81,22.25,4:10:18
40113,1/21/2021,23.5,22.56,22.31,22,22.87,22.25,4:10:29
40114,1/21/2021,23.44,22.56,22.31,22.06,22.81,22.31,4:10:41
40115,1/21/2021,23.56,22.5,22.31,22.06,22.87,22.31,4:10:53
40116,1/21/2021,23.56,22.5,22.31,22.06,22.87,22.31,4:11:12
40117,1/21/2021,23.56,22.5,22.31,22,22.87,22.31,4:11:24
40118,1/21/2021,23.5,22.56,22.37,22.06,22.81,22.31,4:11:35
40119,1/21/2021,23.56,22.56,22.31,22,22.87,22.31,4:11:47
40120,1/21/2021,23.56,22.56,22.37,22,22.81,22.31,4:11:58
40121,1/21/2021,23.56,22.5,22.31,22.06,22.87,22.31,4:12:10
40122,1/21/2021,23.62,22.56,22.31,22,22.87,22.31,4:12:21
40123,1/21/2021,23.62,22.5,22.31,22.06,22.81,22.31,4:12:33
40124,1/21/2021,23.56,22.56,22.31,22.06,22.87,22.31,4:12:44
40125,1/21/2021,23.56,22.5,22.31,22.06,22.87,22.25,4:12:56
40126,1/21/2021,23.62,22.56,22.37,22.06,22.81,22.25,4:13:07
40127,1/21/2021,23.62,22.56,22.31,22.06,22.81,22.31,4:13:19
40128,1/21/2021,23.62,22.5,22.31,22.06,22.87,22.31,4:13:30
40129,1/21/2021,23.62,22.5,22.31,22.06,22.81,22.25,4:13:42
40130,1/21/2021,23.62,22.5,22.31,22.06,22.81,22.25,4:13:54
40131,1/21/2021,23.62,22.5,22.31,22.06,22.87,22.25,4:14:05
40132,1/21/2021,23.62,22.56,22.31,22.06,22.81,22.31,4:14:17
40133,1/21/2021,23.56,22.56,22.31,22.06,22.81,22.25,4:14:28
40134,1/21/2021,23.56,22.56,22.31,22.06,22.81,22.31,4:14:40
40135,1/21/2021,23.62,22.56,22.31,22,22.81,22.31,4:14:51
40136,1/21/2021,23.62,22.56,22.37,22.06,22.87,22.31,4:15:03
40137,1/21/2021,23.62,22.56,22.31,22.06,22.81,22.31,4:15:14
40138,1/21/2021,23.56,22.56,22.31,22,22.81,22.31,4:15:26
40139,1/21/2021,23.62,22.5,22.37,22.06,22.81,22.31,4:15:37
40140,1/21/2021,23.62,22.5,22.31,22.06,22.81,22.31,4:15:49
40141,1/21/2021,23.56,22.5,22.31,22,22.81,22.31,4:16:00
40142,1/21/2021,23.56,22.5,22.31,22.06,22.81,22.31,4:16:12
40143,1/21/2021,23.56,22.5,22.31,22.06,22.87,22.31,4:16:23
40144,1/21/2021,23.56,22.56,22.31,22.12,22.87,22.31,4:16:35
40145,1/21/2021,23.5,22.56,22.31,22.06,22.87,22.31,4:16:46
40146,1/21/2021,23.62,22.56,22.31,22.06,22.81,22.31,4:16:58
40147,1/21/2021,23.56,22.56,22.25,22,22.81,22.31,4:17:10
40148,1/21/2021,23.5,22.56,22.31,22.06,22.87,22.25,4:17:21
40149,1/21/2021,23.56,22.56,22.31,22,22.87,22.25,4:17:33
40150,1/21/2021,23.56,22.56,22.31,22.06,22.81,22.31,4:17:44
40151,1/21/2021,23.56,22.56,22.31,22,22.81,22.31,4:17:56
40152,1/21/2021,23.5,22.56,22.31,22.06,22.81,22.31,4:18:07
40153,1/21/2021,23.56,22.56,22.31,22.06,22.81,22.31,4:18:19
40154,1/21/2021,23.56,22.56,22.31,22.06,22.81,22.31,4:18:30
40155,1/21/2021,23.5,22.5,22.25,22.12,22.87,22.31,4:18:42
40156,1/21/2021,23.5,22.5,22.31,22,22.87,22.31,4:18:53
40157,1/21/2021,23.5,22.56,22.31,22.06,22.81,22.31,4:19:05
40158,1/21/2021,23.56,22.5,22.31,22.06,22.87,22.25,4:19:16
40159,1/21/2021,23.56,22.56,22.25,22.06,22.81,22.31,4:19:28
40160,1/21/2021,23.5,22.56,22.31,22.06,22.87,22.31,4:19:39
40161,1/21/2021,23.56,22.5,22.31,22.06,22.87,22.31,4:19:51
40162,1/21/2021,23.56,22.56,22.31,22.06,22.87,22.31,4:20:02
40163,1/21/2021,23.5,22.5,22.31,22.06,22.87,22.31,4:20:14
40164,1/21/2021,23.5,22.56,22.31,22.06,22.81,22.31,4:20:25
40165,1/21/2021,23.5,22.56,22.31,22.06,22.87,22.31,4:20:37
40166,1/21/2021,23.5,22.5,22.31,22.06,22.87,22.25,4:20:48
40167,1/21/2021,23.5,22.56,22.31,22.06,22.87,22.31,4:21:00
40168,1/21/2021,23.56,22.56,22.25,22.06,22.87,22.25,4:21:11
40169,1/21/2021,23.5,22.5,22.31,22,22.87,22.25,4:21:23
40170,1/21/2021,23.5,22.56,22.31,22.06,22.81,22.31,4:21:34
40171,1/21/2021,23.5,22.5,22.31,22,22.81,22.31,4:21:46
40172,1/21/2021,23.5,22.56,22.31,22.06,22.81,22.31,4:21:58
40173,1/21/2021,23.5,22.56,22.31,22.06,22.81,22.31,4:22:09
40174,1/21/2021,23.5,22.56,22.25,22.06,22.81,22.31,4:22:21
40175,1/21/2021,23.5,22.5,22.31,22,22.81,22.31,4:22:32
40176,1/21/2021,23.5,22.56,22.25,22,22.81,22.25,4:22:44
40177,1/21/2021,23.56,22.56,22.31,22.06,22.87,22.31,4:22:55
40178,1/21/2021,23.56,22.56,22.31,22.06,22.87,22.31,4:23:07
40179,1/21/2021,23.5,22.56,22.25,22.06,22.81,22.31,4:23:18
40180,1/21/2021,23.56,22.56,22.25,22.06,22.81,22.31,4:23:30
40181,1/21/2021,23.56,22.5,22.25,22.06,22.81,22.31,4:23:41
40182,1/21/2021,23.62,22.5,22.31,22.06,22.87,22.25,4:23:53
40183,1/21/2021,23.62,22.56,22.31,22.06,22.81,22.25,4:24:04
40184,1/21/2021,23.5,22.56,22.31,22.06,22.81,22.25,4:24:16
40185,1/21/2021,23.5,22.5,22.31,22.06,22.81,22.25,4:24:27
